fileOrder,injOrder,fileName,batch,block,name,class
1,1,QC10.mzML.gz,1,1,QC10,1
2,2,QC11.mzML.gz,1,1,QC11,1
3,3,QC12.mzML.gz,1,1,QC12,1
4,4,QC13.mzML.gz,1,1,QC13,1
5,5,QC14.mzML.gz,1,1,QC14,1
6,6,QC15.mzML.gz,1,1,QC15,1
7,7,QC16.mzML.gz,1,1,QC16,1
8,8,QC17.mzML.gz,1,1,QC17,1
9,9,QC18.mzML.gz,1,1,QC18,1
10,10,QC19.mzML.gz,1,1,QC19,1
