fileOrder,injOrder,fileName,batch,block,name,class
1,1,30.mzML.gz,1,1,30,1
2,2,31.mzML.gz,1,1,31,1
3,3,32.mzML.gz,1,1,32,1
4,4,33.mzML.gz,1,1,33,1
5,5,34.mzML.gz,1,1,34,1
6,6,35.mzML.gz,1,1,35,1
7,7,36.mzML.gz,1,1,36,1
8,8,37.mzML.gz,1,1,37,1
9,9,38.mzML.gz,1,1,38,1
10,10,39.mzML.gz,1,1,39,1
